,age,income,net_worth,risk_tolerance,time_horizon,has_dependents,is_retired,tax_bracket,pref_equity,pref_bonds,pref_alts,pref_cash,segment,pca_1,pca_2,segment_name
4594,71,29341,34488,3,29,0,0,0.22,78.1,14.5,6.3,1.1,2,-0.06043326203623455,0.6496802338860735,Pre-Retiree Conservatives
4595,32,19465,825732,4,15,1,0,0.32,91.1,-11.1,20.0,0.0,1,0.8209103101755604,-2.066331724570433,Mid-Career Balanced Families
4596,52,33588,1220571,3,12,1,0,0.12,75.6,13.0,11.4,0.0,1,0.1561751321279477,-0.712905396267145,Mid-Career Balanced Families
4597,49,24931,9770,5,19,1,0,0.12,92.6,-10.9,18.3,0.0,1,1.5018722116506957,-0.3015563244414007,Mid-Career Balanced Families
4598,65,183236,460023,4,12,1,1,0.24,67.4,16.2,16.4,0.0,3,1.644503940958959,1.9660574541897107,High-Net-Worth Diversifiers
4599,27,38056,586791,3,23,0,0,0.37,95.0,-3.5,8.5,0.0,2,-0.8404895672760379,-1.4561408579360933,Pre-Retiree Conservatives
4600,62,97114,240583,3,5,0,0,0.24,74.4,11.3,14.3,0.0,4,-0.8764835971394058,0.23018312373391145,Retired Income Seekers
4601,37,60632,329653,5,26,1,0,0.37,95.0,-5.4,10.4,0.0,1,1.615095915001698,-1.3318127814158387,Mid-Career Balanced Families
4602,25,60040,302327,3,10,1,0,0.37,90.4,-3.5,13.1,0.0,1,0.3239763635608172,-1.8819549994391058,Mid-Career Balanced Families
4603,56,39576,462041,4,22,1,0,0.22,80.3,7.4,12.3,0.0,1,1.2124572648978884,-0.46845394861161027,Mid-Career Balanced Families
4604,69,102643,43872,3,39,1,0,0.22,78.8,3.4,17.8,0.0,1,1.2096948975003852,1.2077146373672027,Mid-Career Balanced Families
4605,47,66705,687346,2,23,1,0,0.12,76.7,10.9,6.0,6.4,1,-0.09784862966929588,0.11577015891241842,Mid-Career Balanced Families
4606,33,64069,209235,4,11,1,0,0.32,92.3,-2.7,10.4,0.0,1,0.8240428078280578,-1.4406006745759485,Mid-Career Balanced Families
4607,32,39521,194697,3,28,0,1,0.12,90.1,-5.8,15.7,0.0,3,-0.05889648791410902,1.3154380744845884,High-Net-Worth Diversifiers
4608,58,44318,321241,3,31,0,0,0.37,81.1,10.6,8.3,0.0,2,-0.1334334300847888,-0.2790937666640468,Pre-Retiree Conservatives
4609,46,90421,35421,3,8,1,0,0.32,82.8,10.3,6.9,0.0,1,0.5336052468625322,-0.7750757576118785,Mid-Career Balanced Families
4610,39,70335,25232,2,39,1,0,0.24,93.5,0.6,5.9,0.0,1,0.4515878392725999,0.15856066427908602,Mid-Career Balanced Families
4611,40,65279,140752,4,28,1,0,0.37,89.2,-1.6,12.4,0.0,1,1.3246763500202121,-0.9799035908711409,Mid-Career Balanced Families
4612,44,35318,1037419,5,16,1,0,0.22,89.4,-1.9,12.5,0.0,1,1.1578446309359833,-1.3296704443304646,Mid-Career Balanced Families
4613,59,233485,39243,4,31,1,1,0.12,75.0,8.4,16.6,0.0,3,1.6265300741799793,3.5448482717865963,High-Net-Worth Diversifiers
4614,39,42796,200824,3,16,0,0,0.12,81.0,-0.6,19.6,0.0,4,-1.0714509037897844,-0.009365771151469545,Retired Income Seekers
4615,47,58619,68870,3,5,0,0,0.24,78.8,4.6,16.6,0.0,4,-0.9303436149628558,-0.4334280980854959,Retired Income Seekers
4616,27,52526,58619,4,35,1,0,0.12,95.0,-11.4,16.4,0.0,1,0.8763294297533761,-0.0827036375750725,Mid-Career Balanced Families
4617,25,235225,296825,3,25,0,0,0.12,95.0,-15.0,20.0,0.0,2,-1.8490039774966172,1.6791743857045636,Pre-Retiree Conservatives
4618,65,48846,404841,3,13,1,1,0.32,40.8,44.4,14.8,0.0,3,1.8604929221379114,0.46992238723131424,High-Net-Worth Diversifiers
4619,72,45814,63255,5,29,1,0,0.37,86.0,-6.0,20.0,0.0,1,2.377628543895608,-0.3923542603149712,Mid-Career Balanced Families
4620,50,65043,860010,3,27,0,0,0.32,77.4,13.0,7.1,2.5,2,-0.6686861484909203,-0.4165670015754414,Pre-Retiree Conservatives
4621,55,36846,270223,3,17,1,0,0.32,76.6,7.3,16.1,0.0,1,0.9365581770657537,-0.9232278962259699,Mid-Career Balanced Families
4622,38,64739,121781,1,37,0,0,0.12,85.4,3.6,11.0,0.0,2,-1.6284732031740947,0.9675101069000066,Pre-Retiree Conservatives
4623,64,314935,246969,1,38,0,0,0.37,66.1,20.1,13.8,0.0,2,-1.6713378032318378,2.8612674557285747,Pre-Retiree Conservatives
4624,64,73849,1874058,1,29,0,0,0.12,62.5,26.8,4.1,6.6,0,-1.9587269953651962,0.6777178070135541,Young Aggressive Accumulators
4625,74,71989,402011,5,34,1,1,0.12,76.1,3.9,20.0,0.0,3,2.7784510321881575,2.2028342747553213,High-Net-Worth Diversifiers
4626,37,36223,70372,3,30,0,0,0.32,92.5,-4.9,12.4,0.0,2,-0.4653222476241757,-0.5705728100654578,Pre-Retiree Conservatives
4627,23,198083,159141,3,31,0,0,0.22,95.0,-9.0,14.0,0.0,2,-1.4372782811914184,1.0564344330369875,Pre-Retiree Conservatives
4628,55,232657,190521,4,22,0,1,0.22,70.0,10.0,20.0,0.0,3,0.13969294958321982,3.0358083808774183,High-Net-Worth Diversifiers
4629,29,108757,361648,3,25,0,0,0.32,95.0,-4.3,9.3,0.0,2,-1.028328620518055,-0.34964411790493044,Pre-Retiree Conservatives
4630,34,94625,216957,3,4,0,0,0.32,79.4,2.4,18.2,0.0,4,-1.1980728941956444,-0.8674776525918241,Retired Income Seekers
4631,63,50800,1582297,2,35,0,0,0.12,74.3,12.7,13.0,0.0,2,-1.2770166038539161,0.6409382084952792,Pre-Retiree Conservatives
4632,29,78742,123992,4,9,1,0,0.37,91.0,-3.8,12.8,0.0,1,0.7882358807704194,-1.6390095707596566,Mid-Career Balanced Families
4633,51,33369,20416,2,26,0,0,0.12,80.1,1.2,18.7,0.0,2,-1.0360419341022158,0.6484861921798952,Pre-Retiree Conservatives
4634,53,27220,210540,1,27,1,1,0.12,47.7,43.7,8.6,0.0,3,0.8577549278350178,1.5090127055817948,High-Net-Worth Diversifiers
4635,57,21138,95860,2,27,0,1,0.24,63.2,22.2,6.3,8.3,3,0.2131218945300816,1.3393136614270746,High-Net-Worth Diversifiers
4636,68,79815,26773,2,18,1,0,0.12,62.6,20.2,17.2,0.0,1,0.33917614693210885,0.934341445293598,Mid-Career Balanced Families
4637,51,22814,69966,2,30,0,0,0.37,77.0,12.8,10.2,0.0,2,-0.5254928148829735,-0.48040121839469796,Pre-Retiree Conservatives
4638,22,42203,105866,4,31,1,0,0.12,95.0,-7.3,12.3,0.0,1,0.7479988157088602,-0.43765476645681767,Mid-Career Balanced Families
4639,64,57362,639067,2,3,1,0,0.32,58.7,28.7,12.6,0.0,1,0.23532029549583267,-0.964966288759806,Mid-Career Balanced Families
4640,60,120174,27449,4,29,1,0,0.37,88.0,1.9,10.1,0.0,1,1.5160684256994001,0.12424710147972493,Mid-Career Balanced Families
4641,38,39944,247642,1,7,1,0,0.32,68.1,24.1,7.8,0.0,1,-0.35085783928371045,-1.4012289319468396,Mid-Career Balanced Families
4642,41,130521,2337463,2,18,0,1,0.24,65.0,19.2,15.8,0.0,0,-1.3316845621137672,0.7024929406216899,Young Aggressive Accumulators
4643,45,115544,131948,3,16,1,0,0.24,78.0,12.0,10.0,0.0,1,0.39501231692063415,-0.02912058447806527,Mid-Career Balanced Families
4644,71,28284,127377,5,32,0,0,0.37,85.6,-5.6,20.0,0.0,2,1.0567575642461646,-0.17116548546813556,Pre-Retiree Conservatives
4645,43,131396,386053,4,38,1,0,0.22,93.4,-5.6,12.2,0.0,1,0.9738362410339282,0.5557010727920699,Mid-Career Balanced Families
4646,50,49094,304558,5,25,1,0,0.22,89.6,-1.6,12.0,0.0,1,1.6046576287772285,-0.4635578813152118,Mid-Career Balanced Families
4647,43,42223,891869,4,32,1,0,0.37,93.9,-9.7,15.8,0.0,1,1.2669194031460502,-1.3619552748179922,Mid-Career Balanced Families
4648,65,49239,133181,4,19,0,0,0.37,76.5,11.1,10.9,1.5,4,0.24795753852266084,-0.38922730313615894,Retired Income Seekers
4649,30,59727,377993,3,3,0,0,0.32,87.3,3.7,9.0,0.0,4,-1.2134648554182692,-1.4023655237104613,Retired Income Seekers
4650,58,44777,385278,3,35,0,0,0.24,81.8,-1.8,20.0,0.0,2,-0.3106972698274792,0.384909285197625,Pre-Retiree Conservatives
4651,31,33263,108807,2,29,0,1,0.37,72.3,16.4,11.3,0.0,3,-0.00400728496734172,0.27349222673530427,High-Net-Worth Diversifiers
4652,57,35387,141949,3,11,0,0,0.12,70.9,11.6,17.5,0.0,4,-0.8151062840529272,0.26066651224839543,Retired Income Seekers
4653,58,65990,160582,3,6,0,1,0.32,62.9,17.9,19.2,0.0,3,0.259264604406289,0.7404932580324094,High-Net-Worth Diversifiers
4654,49,53512,36855,3,19,1,0,0.24,90.8,-9.9,19.1,0.0,1,0.756993084179985,-0.3951584080025675,Mid-Career Balanced Families
4655,49,86605,102087,3,37,1,0,0.32,87.3,-1.3,14.0,0.0,1,1.055406498472161,0.026611909949238653,Mid-Career Balanced Families
4656,63,62109,980087,2,27,1,1,0.24,53.3,28.9,17.8,0.0,3,1.264859916076234,1.1115943498159946,High-Net-Worth Diversifiers
4657,64,63190,565383,3,5,0,0,0.12,66.6,15.1,18.3,0.0,4,-1.0394298373077848,0.34164825503177576,Retired Income Seekers
4658,42,90668,81151,1,26,1,1,0.24,52.2,31.1,16.7,0.0,3,0.6890471490466826,1.3366156163033729,High-Net-Worth Diversifiers
4659,45,161658,159709,5,35,1,0,0.32,95.0,-15.0,20.0,0.0,1,1.518027253851103,0.380441953258242,Mid-Career Balanced Families
4660,63,166261,522127,2,19,1,0,0.24,58.3,28.7,7.6,5.4,1,0.011604889784961629,0.89813677081207,Mid-Career Balanced Families
4661,61,153013,277087,2,17,0,0,0.32,69.4,15.1,15.5,0.0,4,-1.1836264957358387,0.7842236643951704,Retired Income Seekers
4662,23,110118,425020,4,35,0,0,0.37,95.0,-15.0,20.0,0.0,2,-0.48109751463660705,-0.5558513186727901,Pre-Retiree Conservatives
4663,29,257760,308955,3,13,1,1,0.12,74.1,11.7,10.1,4.1,3,0.24224596659672487,2.49925514499256,High-Net-Worth Diversifiers
4664,69,81346,210763,2,14,0,0,0.32,61.8,20.6,17.6,0.0,4,-0.8323914416203164,0.24880937554262197,Retired Income Seekers
4665,48,75198,133376,3,30,1,0,0.22,93.3,-9.7,16.4,0.0,1,0.7819795003464493,0.1325651568220583,Mid-Career Balanced Families
4666,43,288008,38788,2,17,0,0,0.22,87.4,0.6,12.0,0.0,4,-2.034335864266677,2.178213486592736,Retired Income Seekers
4667,58,8882,373503,2,37,0,0,0.24,85.3,5.0,8.7,1.0,2,-0.5694363839183028,0.19302988183232303,Pre-Retiree Conservatives
4668,48,51548,124728,1,15,1,0,0.37,57.2,27.2,15.6,0.0,1,0.03152327566512552,-0.9874780015063631,Mid-Career Balanced Families
4669,50,143881,22528,3,18,0,0,0.37,87.6,-3.9,16.3,0.0,4,-0.7242178040903919,0.25305971194324717,Retired Income Seekers
4670,24,118917,84559,4,14,0,0,0.22,95.0,-12.9,17.9,0.0,4,-0.9841238536351705,-0.19571930233552454,Retired Income Seekers
4671,65,360755,452592,3,14,0,0,0.24,75.2,13.4,8.0,3.4,4,-1.6620078348247918,2.97038553171233,Retired Income Seekers
4672,34,64552,16327,3,33,1,0,0.37,93.2,-11.2,18.0,0.0,1,0.9340196270838472,-0.8521487199416655,Mid-Career Balanced Families
4673,66,44286,47314,2,38,0,0,0.37,70.6,17.9,11.5,0.0,2,-0.21423637655832933,0.3293666668843408,Pre-Retiree Conservatives
4674,31,47455,191867,3,11,1,0,0.24,91.1,-10.4,19.3,0.0,1,0.29878256638705647,-1.1939233091764931,Mid-Career Balanced Families
4675,57,74805,879283,4,11,0,0,0.32,83.5,4.7,11.8,0.0,4,-0.4403975327707182,-0.6856346415272138,Retired Income Seekers
4676,30,186307,540349,1,26,1,0,0.22,83.7,1.5,14.8,0.0,1,-0.9406761392069015,0.6266141581851853,Mid-Career Balanced Families
4677,48,187943,986542,4,3,1,0,0.37,79.3,2.0,18.7,0.0,1,0.33016039320152596,-0.683329860649391,Mid-Career Balanced Families
4678,55,57571,208843,3,25,0,1,0.32,70.5,9.5,20.0,0.0,3,0.5389846807913127,1.0828607095169764,High-Net-Worth Diversifiers
4679,72,71475,126624,4,17,0,1,0.32,70.9,14.2,14.9,0.0,3,1.0834271889117544,1.3693847450983296,High-Net-Worth Diversifiers
4680,22,39021,447740,3,22,0,1,0.32,90.9,-9.8,18.9,0.0,3,-0.06610269281238039,-0.11237430018179179,High-Net-Worth Diversifiers
4681,53,41980,55312,3,29,1,0,0.32,86.3,-0.6,14.3,0.0,1,1.1579985869494391,-0.49665365036785636,Mid-Career Balanced Families
4682,46,124539,50369,4,26,0,1,0.12,78.4,1.6,20.0,0.0,3,0.3110229464782811,2.3985941957776524,High-Net-Worth Diversifiers
4683,50,183789,40696,4,34,0,0,0.12,92.1,-12.1,20.0,0.0,2,-0.606530526136519,2.087759047330717,Pre-Retiree Conservatives
4684,28,36750,601187,2,26,0,0,0.24,90.1,-1.5,11.4,0.0,2,-1.4154251807987193,-0.6978504544511605,Pre-Retiree Conservatives
4685,70,70974,59784,5,9,0,0,0.22,79.3,0.7,20.0,0.0,4,0.27856316377974544,0.2817885069452821,Retired Income Seekers
4686,24,50505,540756,1,11,0,0,0.24,76.8,6.1,17.1,0.0,4,-2.177565855140704,-0.9587759037458968,Retired Income Seekers
4687,41,109612,194490,1,7,1,0,0.12,49.3,36.1,6.5,8.1,1,-0.8645074099229868,0.2551962238089277,Mid-Career Balanced Families
4688,41,45617,610532,3,30,1,0,0.24,91.6,1.7,6.7,0.0,1,0.6432402912161885,-0.6342985408928328,Mid-Career Balanced Families
4689,74,15544,43197,4,2,0,0,0.24,72.0,19.0,9.0,0.0,4,0.03873399093564542,-0.32977279197407056,Retired Income Seekers
4690,51,120883,76832,5,30,1,0,0.32,95.0,-9.3,14.3,0.0,1,1.7019857636604165,0.04274971822802418,Mid-Career Balanced Families
4691,56,48414,280628,3,4,1,1,0.37,64.1,24.0,11.9,0.0,3,1.6920897952064675,-0.17142396839758292,High-Net-Worth Diversifiers
4692,56,52072,97037,1,14,1,0,0.12,60.2,25.4,14.4,0.0,1,-0.2711417647455212,0.3178918075440164,Mid-Career Balanced Families
4693,70,81219,8168,3,13,0,0,0.12,67.6,12.4,20.0,0.0,4,-0.6831400442617134,1.13994974065285,Retired Income Seekers
4694,60,76648,31360,2,25,0,0,0.24,64.5,23.9,11.6,0.0,2,-0.8555702238691667,0.7193257141107058,Pre-Retiree Conservatives
4695,48,82395,42791,3,13,1,0,0.37,83.7,2.6,13.7,0.0,1,0.7595265073213459,-0.8911293287886328,Mid-Career Balanced Families
4696,47,19133,46771,3,13,1,0,0.24,70.2,16.7,13.1,0.0,1,0.7402690930727939,-0.9421822925443283,Mid-Career Balanced Families
4697,35,88381,368847,1,37,0,1,0.22,63.8,24.1,12.1,0.0,3,-0.7588651066017745,1.7581664140721627,High-Net-Worth Diversifiers
4698,38,15735,243886,3,6,0,0,0.12,87.9,-6.9,19.0,0.0,4,-1.1748348708087368,-0.5862915212428577,Retired Income Seekers
4699,39,102610,197732,3,26,0,0,0.32,83.9,-3.9,20.0,0.0,2,-0.7718823024361353,-0.05507197265196328,Pre-Retiree Conservatives
4700,66,130988,1812835,4,14,0,0,0.32,84.0,1.5,14.5,0.0,0,-0.7525669485478181,-0.27269839475564234,Young Aggressive Accumulators
4701,73,22972,666815,3,8,0,0,0.32,63.4,19.6,17.0,0.0,4,-0.39814911776774026,-0.6735168036228624,Retired Income Seekers
4702,50,75350,425995,2,24,0,1,0.12,63.6,23.8,12.6,0.0,3,-0.45359278609119186,1.9822774134766883,High-Net-Worth Diversifiers
4703,41,125495,27056,2,22,0,0,0.12,91.6,1.3,7.1,0.0,2,-1.587017407391834,1.1650719089855688,Pre-Retiree Conservatives
4704,74,43725,174808,2,39,1,0,0.32,62.8,24.4,11.0,1.8,1,1.2006766539423317,0.3547041129751097,Mid-Career Balanced Families
4705,48,95946,232916,2,21,0,0,0.12,71.0,13.0,16.0,0.0,2,-1.4563786194176611,0.9358402451182455,Pre-Retiree Conservatives
4706,39,8520,98886,4,26,1,1,0.32,79.4,5.4,15.2,0.0,3,2.3148590294969207,-0.15925095486704804,High-Net-Worth Diversifiers
4707,25,129150,1261302,5,10,1,0,0.22,95.0,-15.0,20.0,0.0,1,0.347539796864405,-1.1769984423807036,Mid-Career Balanced Families
4708,22,61144,173068,4,13,0,0,0.22,95.0,-15.0,20.0,0.0,4,-0.8632263362985653,-0.8654494113681128,Retired Income Seekers
4709,71,49987,37271,3,14,0,0,0.22,69.1,22.5,8.4,0.0,4,-0.3821841640074087,0.43488948810869266,Retired Income Seekers
4710,22,119232,49175,3,9,1,0,0.24,86.2,-6.2,20.0,0.0,1,-0.0818582493631618,-0.7229138952213051,Mid-Career Balanced Families
4711,47,200887,2517585,3,7,0,0,0.24,78.7,6.8,12.5,2.0,0,-2.214614646382901,-0.15039983986149671,Young Aggressive Accumulators
4712,66,84120,98307,5,39,1,0,0.37,92.2,-12.2,20.0,0.0,1,2.3014432951846286,0.08069576830234967,Mid-Career Balanced Families
4713,41,184628,13436,5,31,1,0,0.37,95.0,-15.0,20.0,0.0,1,1.440813559782366,0.23464448811681646,Mid-Career Balanced Families
4714,73,20185,79283,3,16,1,0,0.37,62.5,31.4,6.0,0.1,1,1.4207593443930742,-0.7940449834389469,Mid-Career Balanced Families
4715,44,95431,18179,2,8,1,1,0.22,57.3,27.3,15.4,0.0,3,0.813509673714868,0.9670850191518416,High-Net-Worth Diversifiers
4716,31,54589,489320,4,15,1,1,0.22,77.5,9.1,13.4,0.0,3,1.5406433082522888,0.044980061560480435,High-Net-Worth Diversifiers
4717,32,34483,15586,2,25,0,0,0.22,84.4,8.9,6.7,0.0,2,-1.1955135521006277,-0.28740803475656296,Pre-Retiree Conservatives
4718,62,15520,30253,4,38,1,0,0.12,88.3,-8.1,19.8,0.0,1,1.6354786040392597,0.5351407209933712,Mid-Career Balanced Families
4719,62,91881,163535,4,15,0,0,0.12,76.1,5.3,18.6,0.0,4,-0.44958917263646114,0.9340069773809642,Retired Income Seekers
4720,26,110492,616156,2,25,0,0,0.22,84.0,1.0,15.0,0.0,2,-1.7589780268278172,0.010907214190678338,Pre-Retiree Conservatives
4721,22,153187,149743,5,7,0,0,0.32,95.0,-6.8,11.8,0.0,4,-0.6838450349778351,-0.6768088942526119,Retired Income Seekers
4722,38,136426,35983,5,26,1,0,0.37,95.0,-15.0,20.0,0.0,1,1.4679784635026218,-0.44780744564394587,Mid-Career Balanced Families
4723,43,34884,202617,5,8,0,1,0.24,78.8,3.3,17.9,0.0,3,0.8457394566591119,0.27910810598620417,High-Net-Worth Diversifiers
4724,55,147782,92840,3,18,1,1,0.37,63.6,16.4,20.0,0.0,3,1.6277418958468073,1.2219185273939213,High-Net-Worth Diversifiers
4725,66,159124,633644,2,21,0,0,0.32,63.3,22.9,13.8,0.0,4,-1.1767607151242037,0.9126703456209685,Retired Income Seekers
4726,62,49911,453951,3,16,1,0,0.12,72.5,8.5,19.0,0.0,1,0.5877587571348699,0.15633426926890384,Mid-Career Balanced Families
4727,50,61077,85426,3,3,0,1,0.22,62.5,23.5,14.0,0.0,3,-0.048613653443342626,0.891856986033285,High-Net-Worth Diversifiers
4728,25,31135,414872,2,1,0,0,0.12,85.6,-1.4,15.8,0.0,4,-2.0013977644186474,-0.8897854852403053,Retired Income Seekers
4729,26,168825,225363,3,13,0,0,0.12,95.0,-7.9,12.9,0.0,4,-1.778197929758748,0.7748802870409414,Retired Income Seekers
4730,32,20780,839172,4,32,0,0,0.32,95.0,-10.3,15.3,0.0,2,-0.29907613402123123,-1.2336386625908728,Pre-Retiree Conservatives
4731,72,87071,394201,1,12,0,1,0.12,36.4,52.5,7.5,3.6,3,-0.7438447684259861,2.421496381925165,High-Net-Worth Diversifiers
4732,42,39427,313763,3,31,1,0,0.12,88.7,1.8,9.5,0.0,1,0.5939867795334054,0.03101557804350672,Mid-Career Balanced Families
4733,56,27570,800948,1,2,0,0,0.37,58.3,31.4,10.1,0.2,4,-1.5922238036675154,-1.3229647194748386,Retired Income Seekers
4734,33,16117,165791,4,8,1,0,0.37,84.9,0.5,14.6,0.0,1,1.0396585777563434,-2.1833532126877975,Mid-Career Balanced Families
4735,47,51493,64362,3,25,0,0,0.32,81.8,8.0,10.2,0.0,2,-0.43595518496856017,-0.3086491731837873,Pre-Retiree Conservatives
4736,72,24705,207110,1,5,0,0,0.22,47.2,43.4,7.3,2.1,4,-1.3255849131711452,0.07503784775876605,Retired Income Seekers
4737,40,62286,106244,5,2,0,0,0.37,95.0,-15.0,20.0,0.0,4,-0.05879854746988015,-1.43379720117212,Retired Income Seekers
4738,66,206599,336056,1,38,0,0,0.12,73.5,15.2,4.2,7.1,2,-1.7178542304711948,2.9508569360069283,Pre-Retiree Conservatives
4739,28,68847,175313,3,39,1,0,0.24,95.0,-13.2,18.2,0.0,1,0.6467408249387163,-0.2907414265375826,Mid-Career Balanced Families
4740,68,242339,263952,4,3,1,0,0.37,67.8,12.2,20.0,0.0,1,0.7119332596831943,0.6697856251776723,Mid-Career Balanced Families
4741,28,30103,38371,4,38,0,0,0.24,95.0,-7.9,12.9,0.0,2,-0.16289167606268565,-0.3543320532912499,Pre-Retiree Conservatives
4742,47,24424,299522,1,22,1,0,0.22,64.0,22.9,13.1,0.0,1,-0.08796769455381548,-0.4915951160753933,Mid-Career Balanced Families
4743,61,29175,34812,5,33,0,0,0.12,95.0,-14.1,19.1,0.0,2,0.5139511493699105,0.7719285844522324,Pre-Retiree Conservatives
4744,26,57206,516129,5,32,1,0,0.37,95.0,-11.4,16.4,0.0,1,1.4842159590973016,-1.56159198329038,Mid-Career Balanced Families
4745,42,402747,517055,3,17,1,0,0.22,84.2,4.7,11.1,0.0,1,-0.7953084699360985,2.5761848449906366,Mid-Career Balanced Families
4746,35,18704,247099,3,18,1,0,0.32,84.5,5.0,7.3,3.2,1,0.6971405071347689,-1.558865954291012,Mid-Career Balanced Families
4747,25,92389,236122,1,3,0,0,0.22,80.2,11.6,8.2,0.0,4,-2.3705147711762744,-0.5231974377872901,Retired Income Seekers
4748,44,36681,124444,3,6,0,0,0.32,74.2,11.1,14.7,0.0,4,-0.7697451932715279,-1.0729047404597434,Retired Income Seekers
4749,63,51191,78914,3,13,0,0,0.32,62.3,19.1,18.6,0.0,4,-0.37797454503757844,-0.24630917495610172,Retired Income Seekers
4750,41,24819,159855,4,31,1,0,0.37,95.0,-6.0,11.0,0.0,1,1.5245078738035474,-1.2677865654973033,Mid-Career Balanced Families
4751,36,110790,1757181,3,17,1,0,0.24,84.4,5.4,10.2,0.0,0,-0.26645373935152,-1.0221709403790125,Young Aggressive Accumulators
4752,71,58061,214310,4,21,0,1,0.32,64.9,17.5,17.6,0.0,3,1.1504811027682433,1.2853501833711436,High-Net-Worth Diversifiers
4753,73,128183,32373,2,16,1,0,0.12,58.7,28.2,13.1,0.0,1,0.21825888251796483,1.4638368334144163,Mid-Career Balanced Families
4754,66,67688,20951,2,17,1,0,0.37,63.9,17.8,18.3,0.0,1,0.7580461058509664,-0.3709166893604955,Mid-Career Balanced Families
4755,50,15488,28978,2,32,0,0,0.32,77.6,5.8,16.6,0.0,2,-0.5542507964218394,-0.27874958583596376,Pre-Retiree Conservatives
4756,29,129001,103454,1,1,1,0,0.37,56.8,27.4,15.8,0.0,1,-0.7724639767429656,-1.0970243733786436,Mid-Career Balanced Families
4757,62,14631,743377,3,38,0,0,0.12,84.8,-4.7,19.9,0.0,2,-0.4154098422410889,0.6492416664105503,Pre-Retiree Conservatives
4758,69,16172,47658,4,8,0,0,0.37,77.4,5.9,16.7,0.0,4,0.27372397239771135,-0.8664057493232141,Retired Income Seekers
4759,40,31506,896358,3,1,0,0,0.37,77.7,2.3,20.0,0.0,4,-1.0754946850868423,-1.9383470809431864,Retired Income Seekers
4760,69,31802,201861,3,2,0,0,0.32,64.2,28.1,7.7,0.0,4,-0.4371321073471666,-0.6390532453097699,Retired Income Seekers
4761,60,159088,290724,4,37,1,0,0.22,89.2,-5.1,15.9,0.0,1,1.1711056249822824,1.2620725868433866,Mid-Career Balanced Families
4762,67,53113,281319,3,24,0,0,0.37,82.2,5.1,12.7,0.0,2,-0.11980236303482898,-0.14310138588280494,Pre-Retiree Conservatives
4763,49,143367,330644,3,27,0,0,0.32,85.5,-5.0,19.5,0.0,2,-0.7778170838122154,0.5502786296787887,Pre-Retiree Conservatives
4764,67,40233,99345,3,20,0,0,0.12,74.8,13.5,11.1,0.6,4,-0.5046070027590321,0.8231819343426561,Retired Income Seekers
4765,48,74783,9884,4,21,1,0,0.12,94.1,-14.1,20.0,0.0,1,0.9259494415612728,0.2945532192558689,Mid-Career Balanced Families
4766,25,83435,80335,2,37,1,0,0.22,86.0,3.3,10.7,0.0,1,0.09184448679833651,-0.05773161817385241,Mid-Career Balanced Families
4767,36,97464,56080,1,35,1,0,0.12,84.2,9.8,2.4,3.6,1,-0.3920464584376062,0.8443905411294474,Mid-Career Balanced Families
4768,56,43241,236256,3,38,0,0,0.32,91.2,0.6,8.2,0.0,2,-0.10222039288644556,0.11434217147796819,Pre-Retiree Conservatives
4769,58,45958,211734,5,15,1,0,0.22,95.0,-8.5,13.5,0.0,1,1.611216087363755,-0.5241881033282619,Mid-Career Balanced Families
4770,22,48596,117376,3,30,1,0,0.32,95.0,-8.0,13.0,0.0,1,0.6245206201554048,-1.2105433525080798,Mid-Career Balanced Families
4771,24,18831,1337924,4,4,0,0,0.22,95.0,-15.0,20.0,0.0,4,-1.2261370624282049,-2.003065633944784,Retired Income Seekers
4772,68,56458,75442,4,39,1,0,0.22,82.1,-0.3,18.2,0.0,1,1.7628297935919994,0.6366848477655231,Mid-Career Balanced Families
4773,45,45771,11261,3,15,1,0,0.32,83.2,9.8,7.0,0.0,1,0.7963446771732692,-1.0235561261719939,Mid-Career Balanced Families
4774,48,89863,187840,4,23,1,0,0.22,82.4,-2.4,20.0,0.0,1,1.0167189533097074,-0.03476284502304943,Mid-Career Balanced Families
4775,61,63825,678089,4,15,1,0,0.32,71.3,10.7,18.0,0.0,1,1.1907067325299867,-0.8490453667189005,Mid-Career Balanced Families
4776,57,152583,229714,2,26,1,0,0.12,76.5,9.9,13.6,0.0,1,-0.02778072879765138,1.4790213738904001,Mid-Career Balanced Families
4777,55,62884,106089,3,12,0,0,0.12,83.5,-3.4,19.9,0.0,4,-0.9142571349490324,0.5170057039589665,Retired Income Seekers
4778,50,40394,217191,2,18,1,0,0.37,57.2,31.8,11.0,0.0,1,0.5417326220073506,-1.0950201173526755,Mid-Career Balanced Families
4779,45,62341,1478720,3,6,1,0,0.24,77.8,5.9,16.3,0.0,1,-0.04077437554446742,-1.4320387401585128,Mid-Career Balanced Families
4780,45,99400,56945,4,18,0,0,0.24,85.4,3.3,11.3,0.0,4,-0.46385892941834755,0.17655798204827192,Retired Income Seekers
4781,63,17305,168897,3,24,1,0,0.12,62.3,24.4,13.3,0.0,1,0.9459877507956445,0.22060859432781896,Mid-Career Balanced Families
4782,25,36291,363644,3,38,1,1,0.37,81.9,-1.3,19.4,0.0,3,1.7649713451761078,-0.17056981634645454,High-Net-Worth Diversifiers
4783,24,36830,220723,4,28,0,0,0.24,95.0,-11.2,16.2,0.0,2,-0.47916974062667916,-0.748072297621112,Pre-Retiree Conservatives
